Name,Price,Price (Value),City,Distance,Distance (Value),Year,Category,Sub-Category
Toyota Fortuner Sigma Diesel. 2021.,"Rs.  17,150,000",17150000, Islamabad,"80,000 km",80000,2021,Cars,Toyota
toyota premio 8/13 1500cc urgent sell,"Rs.  3,450,000",3450000, Karachi,"165,000 km",165000,2008,Cars,Toyota
Toyota Prius 2010 Import 2013 For Sale,"Rs.  3,550,000",3550000, Islamabad,"134,000 km",134000,2010,Cars,Toyota
TOYOTA ALTIS GRANDE 16,"Rs.  4,135,000",4135000, Karachi,"54,000 km",54000,2016,Cars,Toyota
Toyota Corolla 2016 Altis grande,"Rs.  4,135,000",4135000, Karachi,"54,000 km",54000,2016,Cars,Toyota
Toyota corolla grande altis cvt. 1.8,"Rs.  6,500,000",6500000, Lahore,"68,500 km",68500,2020,Cars,Toyota
Gift For Toyota Lovers Gli 2013 Total Genuine B2B Car,"Rs.  2,950,000",2950000, Punjab,"52,000 km",52000,2013,Cars,Toyota
Toyota land Cruiser Prado,"Rs.  2,800,000",2800000, Karachi,"152,525 km",152525,1992,Cars,Toyota
Toyota Corolla Altis Grande 1.8 CVT-i BLACK INTERIOR - FOR SALE,"Rs.  6,750,000",6750000, Lahore,"24,400 km",24400,2021,Cars,Toyota
Toyota corolla Altis X 2021  model 1.6  Automatic,"Rs.  5,450,000",5450000, Karachi,"31,500 km",31500,2021,Cars,Toyota
Toyota Xli convert 2 G. l. i Bumper 2 Bumper Genuine Paint 200%,"Rs.  2,850,000",2850000, Lahore,"110,000 km",110000,2014,Cars,Toyota
Toyota Camry For sell,"Rs.  3,700,000",3700000, Karak,"85,000 km",85000,2007,Cars,Toyota
Toyota Prius Hybrid A premium 2017/2020,"Rs.  8,250,000",8250000, Lahore,"19,500 km",19500,2017,Cars,Toyota
TOYOTA CORROLA XLI 2015,"Rs.  2,750,000",2750000, Faisalabad,"140,000 km",140000,2015,Cars,Toyota
Toyota Land Crusier 2000,"Rs.  8,000,000",8000000, Lahore,"260,000 km",260000,2000,Cars,Toyota
Toyota Platz in Mint Condition,"Rs.  1,335,000",1335000, Karachi,"129,000 km",129000,2007,Cars,Toyota
Toyota corolla Altis Grande X black interior,"Rs.  7,275,000",7275000, Lahore,"15,000 km",15000,2022,Cars,Toyota
Toyota Yaris 1.3 Automatic 2021 model,"Rs.  4,150,000",4150000, Karachi,"28,000 km",28000,2021,Cars,Toyota
Toyota Corolla Altis X 1.6  Special Edition,"Rs.  6,850,000",6850000, Lahore,"6,788 km",6788,2022,Cars,Toyota
Toyota Vigo Hilux Champ 4X2 2007 Reg 2013,"Rs.  3,895,000",3895000, Islamabad,"159,600 km",159600,2007,Cars,Toyota
Toyota Passo 2011/2015 Bumper to Bumper Genuine.,"Rs.  2,425,000",2425000, Gujrat,"140,000 km",140000,2011,Cars,Toyota
Toyota Corrolla Altis 1.6 Automatic 2018 Total Genuine,"Rs.  4,900,000",4900000, Gujrat,"61,000 km",61000,2018,Cars,Toyota
TOYOTA GRANDE ALTIS. X 2022,"Rs.  7,500,000",7500000, Punjab,"25,547 km",25547,2022,Cars,Toyota
TOYOTA PREMIO MODEL 2007/2012,"Rs.  4,800,000",4800000, Lahore,"116,000 km",116000,2012,Cars,Toyota
Toyota Corrolla Altis 1.8 Model 2019,"Rs.  5,700,000",5700000, Faisalabad,"58,800 km",58800,2019,Cars,Toyota
Toyota Corolla GLI Model 2016 contact number 03426506342,"Rs.  3,400,000",3400000, Hafizabad,"124,000 km",124000,2016,Cars,Toyota
Toyota Yaris 1.3 ATIV CVT Automatic,"Rs.  4,400,000",4400000, Jhelum,"44,000 km",44000,2021,Cars,Toyota
Toyota Corrolla Altis 2020,"Rs.  5,150,000",5150000, Multan,"56,000 km",56000,2020,Cars,Toyota
Toyota C-HR G LED,"Rs.  7,450,000",7450000, Sialkot,"53,000 km",53000,2017,Cars,Toyota
Toyota Starlet ( KP-60 ) One of It’s kind.,"Rs.  650,000",650000, Karachi,"100,000 km",100000,1981,Cars,Toyota
TOYOTA PASSO XS 2018,"Rs.  3,470,000",3470000, Karachi,"71,000 km",71000,2018,Cars,Toyota
Toyota Corolla GLi Special Edition 2018 Model,"Rs.  3,700,000",3700000, Karachi,"76,000 km",76000,2018,Cars,Toyota
Toyota Prado 2001 Automatic,"Rs.  6,200,000",6200000, Lahore,"147,000 km",147000,2001,Cars,Toyota
Toyota Corolla Xli 2012 Model,"Rs.  2,300,000",2300000, Sialkot,"123,000 km",123000,2012,Cars,Toyota
**Toyota Passo  for sale 2014 **,"Rs.  2,750,000",2750000, Rawalpindi,"130,000 km",130000,2014,Cars,Toyota
TOYOTA COROLLA XLI 1.3 MODEL 2006,"Rs.  1,400,000",1400000, Karachi,"189,000 km",189000,2006,Cars,Toyota
Toyota Premio 2007 Automatic,"Rs.  3,850,000",3850000, Rawalpindi,"196,000 km",196000,2007,Cars,Toyota
Toyota Yaris 1.5 CVT x,"Rs.  5,000,000",5000000, Karachi,"12,400 km",12400,2022,Cars,Toyota
Mira Toyota pixis,"Rs.  3,450,000",3450000, Karachi,"4,500 km",4500,2020,Cars,Toyota
Toyota Aqua (G) LED model 2016 registrd 2018 push start,"Rs.  4,160,000",4160000, Karachi,"88,000 km",88000,2016,Cars,Toyota
Toyota Corolla Grande X 1.8  2023 Model (New Rims),"Rs.  8,040,000",8040000, Islamabad,25 km,25,2023,Cars,Toyota
Toyota Hilux revo,"Rs.  6,500,000",6500000, Abbottabad,"12,345 km",12345,2010,Cars,Toyota
Accident free Toyota Altus 1.6 4Million- Home used only . .,"Rs.  4,000,000",4000000, Faisalabad,"150,000 km",150000,2016,Cars,Toyota
Toyota corolla altis 2021 1.6 automatic,"Rs.  5,800,000",5800000, Lahore,"25,000 km",25000,2021,Cars,Toyota
Toyota prius 2012/R 2016 Full option,"Rs.  4,850,000",4850000, Lower Dir,"80,000 km",80000,2012,Cars,Toyota
Toyota Fortuner Legender Model 2022,"Rs.  19,950,000",19950000, Sahiwal,"16,000 km",16000,2022,Cars,Toyota
Toyota Passo XG 2019 Model,"Rs.  4,000,000",4000000, Islamabad,"65,000 km",65000,2019,Cars,Toyota
Toyota Corolla 2012,"Rs.  2,340,000",2340000, Faisalabad,133 km,133,2012,Cars,Toyota
Toyota Corolla GLi Automatic 2020 Total Geninue 1st Owner,"Rs.  4,660,000",4660000, Karachi,"50,000 km",50000,2020,Cars,Toyota
TOYOTA COROLLA GRANDE 1.8 CVT X (SUPER WHITE WITH BEIGE) (2023) (ZERO),"Rs.  8,150,000",8150000, Multan,25 km,25,2023,Cars,Toyota
TOYOTA PASSO 2018 PUSH START UNREG,"Rs.  3,600,000",3600000, Karachi,"43,000 km",43000,2018,Cars,Toyota
Toyota Vitz 2013 Push Start,"Rs.  2,575,000",2575000, Karachi,"98,000 km",98000,2013,Cars,Toyota
TOYOTA COROLLA ALTIS 1.6X (CVT) (SPECIAL EDITION) (WHITE) (2023)(ZERO),"Rs.  7,700,000",7700000, Multan,25 km,25,2023,Cars,Toyota
Toyota Corolla Altis 1.6 Special Edition ICT,"Rs.  6,750,000",6750000, Multan,"39,000 km",39000,2022,Cars,Toyota
Toyota Altis 2019,"Rs.  4,925,000",4925000, Islamabad,"80,000 km",80000,2019,Cars,Toyota
Toyota Yaris 2020 ATIV X,"Rs.  4,850,000",4850000, Islamabad,"22,000 km",22000,2020,Cars,Toyota
Toyota Allion,"Rs.  3,300,000",3300000, Karachi,"125,000 km",125000,2007,Cars,Toyota
Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior 2022 9k miles,"Rs.  7,375,000",7375000, Lahore,"9,000 km",9000,2022,Cars,Toyota
TOYOTA COROLLA ALTIS GRANDE 2019 Model Lahore reg,"Rs.  5,145,000",5145000, Islamabad,"78,000 km",78000,2019,Cars,Toyota
Toyota Corrolla Altis 1.6 Model 2022,"Rs.  6,295,000",6295000, Sahiwal,"21,229 km",21229,2022,Cars,Toyota
Toyota Corolla grande 2022,"Rs.  7,300,000",7300000, Karachi,"16,500 km",16500,2022,Cars,Toyota
Toyota xli 2009,"Rs.  1,850,000",1850000, Lahore,"180,650 km",180650,2009,Cars,Toyota
Toyota vitz 2012/15,"Rs.  2,545,000",2545000, Lahore,"81,000 km",81000,2012,Cars,Toyota
Toyota Corolla GLi 2013 Model,"Rs.  3,500,000",3500000, Abbottabad,"7,100 km",7100,2013,Cars,Toyota
Toyota Corolla Altis Grande,"Rs.  4,500,000",4500000, Islamabad,"157,000 km",157000,2015,Cars,Toyota
Toyota Corolla XLi with power windows model 13 in good condition.,"Rs.  2,350,000",2350000, Lahore,"130,200 km",130200,2013,Cars,Toyota
TOYOTA COROLLA GLI 2008 model register 2009,"Rs.  2,400,000",2400000, Bagh,"170,000 km",170000,2008,Cars,Toyota
Toyota Passo Hanaa,"Rs.  2,700,000",2700000, Islamabad,"128,000 km",128000,2012,Cars,Toyota
Toyota vitz 2006,"Rs.  2,050,000",2050000, Lower Dir,"160,000 km",160000,2006,Cars,Toyota
Toyota Yaris 2021 Model,"Rs.  5,100,000",5100000, Lahore,"48,100 km",48100,2021,Cars,Toyota
Toyota Corolla Altis 1.6 2021 Total Geninue,"Rs.  5,120,000",5120000, Sheikhüpura,"48,000 km",48000,2021,Cars,Toyota
Toyota Yaris 1.3 Ativ 2021 automatic full option,"Rs.  4,450,000",4450000, Faisalabad,"29,000 km",29000,2021,Cars,Toyota
Toyota Hilux Revo V Automatic 2.8 2021 Black,"Rs.  12,500,000",12500000, Lahore,"27,500 km",27500,2021,Cars,Toyota
Toyota Yaris full optional 1.5 cvti atvx,"Rs.  5,200,000",5200000, Haroonabad,"18,000 km",18000,2020,Cars,Toyota
Toyota Vitz japanese,"Rs.  3,900,000",3900000, Abbottabad,"84,500 km",84500,2017,Cars,Toyota
Toyota Corolla GLi 1.3 VVTi Automatic,"Rs.  3,685,000",3685000, Lahore,"136,000 km",136000,2016,Cars,Toyota
TOYOTA VITZ IMPORT 2021 REGISTER 2022 PUNJAB,"Rs.  4,140,000",4140000, Multan,"53,300 km",53300,2018,Cars,Toyota
Toyota Yaris 2020 Automatic,"Rs.  4,799,000",4799000, Faisalabad,"13,000 km",13000,2020,Cars,Toyota
Toyota Corolla surf ssr. x2700cc. 1999model petrol,"Rs.  3,995,000",3995000, Rawalpindi,"154,000 km",154000,1999,Cars,Toyota
Toyota surf top of the line read add first,"Rs.  4,699,999",4699999, Sialkot,"85,319 km",85319,2023,Cars,Toyota
Toyota Hilux Surf 1999,"Rs.  3,650,000",3650000, Gujranwala,"220,000 km",220000,1999,Cars,Toyota
TOYOTA COROLLA GLi superECT AUTOMATIC 2016 karachi Reg Immobilizer Key,"Rs.  3,575,000",3575000, Lahore,"83,000 km",83000,2016,Cars,Toyota
Toyota Corolla Altis 2021 model,"Rs.  5,850,000",5850000, Faisalabad,"56,000 km",56000,2021,Cars,Toyota
Toyota Aqua Crossover Model 2018/2022,"Rs.  6,650,000",6650000, Sahiwal,"39,000 km",39000,2018,Cars,Toyota
Toyota Corrolla Altis 1.6 Model 2020,"Rs.  5,550,000",5550000, Sahiwal,"56,000 km",56000,2020,Cars,Toyota
toyota altis grande 1.8 2023,"Rs.  7,250,000",7250000, Lahore,"6,450 km",6450,2023,Cars,Toyota
toyota yaris 2007,"Rs.  2,150,000",2150000, Gujranwala,"150,000 km",150000,2007,Cars,Toyota
"toyota corolla Gli 2011 in very good condition,genuine seal by seal.","Rs.  2,100,000",2100000, Mansehra,"160,000 km",160000,2011,Cars,Toyota
TOYOTA FORTUNER (GR-S) 2.8 AT (ATTITUDE BLACK) (DIESEL) (2023) (ZERO),"Rs.  22,100,000",22100000, Multan,25 km,25,2023,Cars,Toyota
Toyota Corolla GLI 2020 Super White Genuine Family used car,"Rs.  5,400,000",5400000, Yazman,"29,900 km",29900,2020,Cars,Toyota
2012/13 Toyota Corolla Gli,"Rs.  2,150,000",2150000, Multan,"78,600 km",78600,2012,Cars,Toyota
Toyota Corolla XLI 2013,"Rs.  2,500,000",2500000, Gujrat,"240,000 km",240000,2013,Cars,Toyota
Toyota Corolla ivtec XLI converted to GLI,"Rs.  2,660,000",2660000, Islamabad,"188,000 km",188000,2014,Cars,Toyota
chr toyota 1800 cc,"Rs.  8,600,000",8600000, Punjab,"40,000 km",40000,2022,Cars,Toyota
Toyota Yaris Full Option 1.5 Automatic 2022,"Rs.  5,400,000",5400000, Khanewal,"14,500 km",14500,2022,Cars,Toyota
Toyota Fortuner,"Rs.  11,800,000",11800000, Rawalpindi,"55,000 km",55000,2021,Cars,Toyota
Toyota C-HR S-LED,"Rs.  7,800,000",7800000, Lahore,"58,000 km",58000,2017,Cars,Toyota
Toyota prius 10/14 in brand new condition,"Rs.  3,750,000",3750000, Faisalabad,175 km,175,2010,Cars,Toyota
Toyota Passo Hanna 2014/2015,"Rs.  2,325,000",2325000, Karachi,"88,900 km",88900,2014,Cars,Toyota
TOYOTA HILUX REVO,"Rs.  13,700,000",13700000, Karachi,"16,000 km",16000,2022,Cars,Toyota
Toyota Fortuner 2.7 Petrol Model 2021,"Rs.  14,550,000",14550000, Lahore,"35,000 km",35000,2021,Cars,Toyota
Toyota Fortuner 2.7 Petrol Model 2019,"Rs.  13,900,000",13900000, Lahore,"46,000 km",46000,2019,Cars,Toyota
Toyota Belta 2007 Model,"Rs.  1,875,000",1875000, Karachi,"87,000 km",87000,2007,Cars,Toyota
TOYOTA COROLLA ALTIS,"Rs.  6,575,000",6575000, Karachi,"14,000 km",14000,2022,Cars,Toyota
Toyota Rush 2009,"Rs.  2,800,000",2800000, Lahore,"88,000 km",88000,2009,Cars,Toyota
TOYOTA COROLLA GRANDE,"Rs.  5,925,000",5925000, Karachi,"34,000 km",34000,2020,Cars,Toyota
Toyota Corrolla Altis 1.6,"Rs.  5,950,000",5950000, Lahore,"12,345 km",12345,2021,Cars,Toyota
Toyota Passo Moda 2016,"Rs.  2,890,000",2890000, Islamabad,"73,650 km",73650,2016,Cars,Toyota
Toyota vitz 2020 model fresh import 2023.,"Rs.  4,500,000",4500000, Gujranwala,"59,000 km",59000,2020,Cars,Toyota
Toyota Fortuner 2.7 V 2021,"Rs.  15,500,000",15500000, Lahore,"69,000 km",69000,2021,Cars,Toyota
Toyota Prius Hybrid 2007-2012,"Rs.  2,500,000",2500000, Karachi,"120,000 km",120000,2007,Cars,Toyota
Toyota Corolla Altis 1.6 Special Edition 2022 full option,"Rs.  6,275,000",6275000, Islamabad,"25,000 km",25000,2022,Cars,Toyota
Toyota Prius Alpha Prius 2011/2017 Excellent Car,"Rs.  4,380,000",4380000, Islamabad,"128,000 km",128000,2011,Cars,Toyota
Toyota Yaris 1.5 cvt auto,"Rs.  4,650,000",4650000, Lahore,"23,500 km",23500,2021,Cars,Toyota
Toyota Corolla Altis 2015 model Automatic 1.6,"Rs.  3,350,000",3350000, Karachi,"117,500 km",117500,2015,Cars,Toyota
Toyota Altis 1.6,"Rs.  4,650,000",4650000, Lahore,"66,000 km",66000,2018,Cars,Toyota
Toyota Hilux Revo 2017 euro 2 full jeniun guaranteed,"Rs.  9,100,000",9100000, Karachi,"63,000 km",63000,2017,Cars,Toyota
Toyota Corolla Gli Automatic 2019 Bumper To Bumper Original,"Rs.  4,550,000",4550000, Karachi,"26,000 km",26000,2019,Cars,Toyota
Toyota Sienta,"Rs.  6,500,000",6500000, Karachi,"60,000 km",60000,2018,Cars,Toyota
Toyota Fortuner 2.7 Petrol Model 2018,"Rs.  11,900,000",11900000, Lahore,"97,000 km",97000,2018,Cars,Toyota
Toyota hilux revo v 2020,"Rs.  10,950,000",10950000, Karachi,"59,000 km",59000,2020,Cars,Toyota
toyota vitz,"Rs.  3,800,000",3800000, Sialkot,"79,000 km",79000,2021,Cars,Toyota
Toyota CHR turbo,"Rs.  6,900,000",6900000, Karachi,"9,000 km",9000,2017,Cars,Toyota
Toyota Sienta,"Rs.  6,700,000",6700000, Karachi,"97,000 km",97000,2018,Cars,Toyota
Toyota Corolla 1986   03336988654,"Rs.  495,000",495000, Rawalpindi,"150,000 km",150000,1986,Cars,Toyota
Toyota vitz Jewela PUSH START 2013/16,"Rs.  2,650,000",2650000, Karachi,"115,000 km",115000,2013,Cars,Toyota
TOYOTA COROLLA Altis GRANDE 2021 MODEL,"Rs.  4,990,000",4990000, Multan,"1,234 km",1234,2021,Cars,Toyota
Toyota Yaris ATIV X 1.5 Model 2022,"Rs.  4,985,000",4985000, Lahore,"22,000 km",22000,2022,Cars,Toyota
Toyota Corolla grandi 1.8,"Rs.  5,100,000",5100000, Islamabad,"95,000 km",95000,2017,Cars,Toyota
toyota passo,"Rs.  3,340,000",3340000, Lahore,"48,000 km",48000,2016,Cars,Toyota
Toyota Camry  Automatic 2.4 2006,"Rs.  2,900,000",2900000, Islamabad,"218,000 km",218000,2006,Cars,Toyota
Toyota Vitz 1.0  2019,"Rs.  4,300,000",4300000, Islamabad,"95,000 km",95000,2019,Cars,Toyota
TOYOTA PREMIO X 1.8,"Rs.  2,850,000",2850000, Dera Ismail Khan,"110,560 km",110560,2004,Cars,Toyota
toyota crolla xli,"Rs.  1,375,000",1375000, Karachi,"183,263 km",183263,2007,Cars,Toyota
Toyota Aqua 2014 model 2017 import,"Rs.  3,700,000",3700000, Gujranwala,"130,000 km",130000,2014,Cars,Toyota
TOYOTA YARIS 1.3 ATIV CVT 2021/2022,"Rs.  4,430,000",4430000, Lahore,"23,500 km",23500,2021,Cars,Toyota
toyota Corolla Xli 2017 Model,"Rs.  3,450,000",3450000, Karachi,"55,000 km",55000,2017,Cars,Toyota
Toyota Corolla Altis 1.8 2009 Model,"Rs.  2,350,000",2350000, Karachi,"93,400 km",93400,2009,Cars,Toyota
Toyota Passo 2013/2017 push start,"Rs.  2,350,000",2350000, Karachi,"76,000 km",76000,2013,Cars,Toyota
Toyota Yaris 1.5 Ativ,"Rs.  5,800,000",5800000, Karachi,10 km,10,2023,Cars,Toyota
Toyota Revo Parking Sensor,"Rs.  13,500,000",13500000, Karachi,"17,000 km",17000,2022,Cars,Toyota
Toyota Corolla X,"Rs.  2,350,000",2350000, Karachi,"123,456 km",123456,2012,Cars,Toyota
Toyota Altis Grande 2017 Dec FaceLift Push Button Full Option Auto,"Rs.  5,200,000",5200000, Islamabad,"70,000 km",70000,2017,Cars,Toyota
Toyota C-HR 2017 model import 2020 registered2021,"Rs.  7,200,000",7200000, Gujranwala,"77,000 km",77000,2017,Cars,Toyota
Toyota Camry 2007,"Rs.  3,600,000",3600000, Burewala,"151,000 km",151000,2007,Cars,Toyota
Toyota Yaris cvt/Ativ 1.3 Model 2020,"Rs.  4,300,000",4300000, Lahore,"85,000 km",85000,2020,Cars,Toyota
toyota vitz jewella 2018/2021,"Rs.  3,690,000",3690000, Karachi,96 km,96,2018,Cars,Toyota
Toyota corolla xli,"Rs.  3,950,000",3950000, Lahore,"9,800 km",9800,2017,Cars,Toyota
Toyota Altis 1.6 SR 2013 model,"Rs.  3,150,000",3150000, Lahore,"175,000 km",175000,2013,Cars,Toyota
toyota belta model 2007/2010,"Rs.  1,695,000",1695000, Karachi,"12,345 km",12345,2007,Cars,Toyota
Toyota Corolla Auto Gli Model 2019 White Color,"Rs.  4,285,000",4285000, Karachi,"67,000 km",67000,2019,Cars,Toyota
Toyota Premio F 1.5 2010,"Rs.  4,600,000",4600000, Islamabad,"250,000 km",250000,2010,Cars,Toyota
Toyota Vitz 2005 Model 2008 import and registered,"Rs.  1,950,000",1950000, Gujranwala,"150,000 km",150000,2005,Cars,Toyota
Toyota Corrolla Altis 1.6 Special Edition Superwhite 2022.,"Rs.  6,850,000",6850000, Lahore,50 km,50,2022,Cars,Toyota
Toyota premio 5/8/9,"Rs.  2,750,000",2750000, Chichawatni,"210,000 km",210000,2005,Cars,Toyota
TOYOTA CROWN 1992,"Rs.  1,800,000",1800000, Multan,"100,000 km",100000,1992,Cars,Toyota
Toyota Land Cruiser ZX Model 2017,"Rs.  48,900,000",48900000, Lahore,"61,000 km",61000,2017,Cars,Toyota
Toyota passo 2018,"Rs.  3,700,000",3700000, Rawalpindi,"91,909 km",91909,2018,Cars,Toyota
Toyota Vitz F Spider Shape,"Rs.  2,825,000",2825000, Karachi,"88,000 km",88000,2015,Cars,Toyota
Toyota Yaris 2022 model 1.5 ful option,"Rs.  5,150,000",5150000, Lahore,"21,000 km",21000,2022,Cars,Toyota
Toyota yaris 1.3 ACIV CVT,"Rs.  4,400,000",4400000, Faisalabad,"18,600 km",18600,2021,Cars,Toyota
toyota corola GLI 2010 model,"Rs.  2,400,000",2400000, Kohat,"123,456 km",123456,2010,Cars,Toyota
Toyota Corolla  GLI 1.3 Automatic Transmission,"Rs.  3,475,000",3475000, Rawalpindi,"109,000 km",109000,2015,Cars,Toyota
Toyota Corolla Altis X 2021 full option top of line,"Rs.  5,700,000",5700000, Islamabad,"40,000 km",40000,2021,Cars,Toyota
Toyota Fortuner,"Rs.  11,000,000",11000000, Karachi,"62,000 km",62000,2017,Cars,Toyota
TOYOTA AQUA 1.5 HYBRID (S) MODEL 2012 REG 2015 129000 KM SILVER COLOUR,"Rs.  3,490,000",3490000, Karachi,"129,000 km",129000,2012,Cars,Toyota
TOYOTA PRADO TX (2700CC) {FACE UPLIFT 2014} MODEL 2009 REGISTERED 2016,"Rs.  12,500,000",12500000, Karachi,"127,000 km",127000,2009,Cars,Toyota
Toyota Aqua GS,"Rs.  3,450,000",3450000, Lahore,"162,000 km",162000,2012,Cars,Toyota
Toyota Vitz Safety Edition III (2019/2023) B2B Genuine,"Rs.  4,600,000",4600000, Karachi,"50,000 km",50000,2020,Cars,Toyota
Toyota Yaris Hatchback Full Option (2020/2023) B2B Genuine,"Rs.  5,250,000",5250000, Karachi,"50,000 km",50000,2020,Cars,Toyota
toyota corrola se saloon first owner amaculate condition first owner,"Rs.  2,200,000",2200000, Islamabad,"200,000 km",200000,2003,Cars,Toyota
Toyota Altis Grande 2018 FaceLift 1.8 Full Option Excellnt Car,"Rs.  5,250,000",5250000, Islamabad,"74,000 km",74000,2018,Cars,Toyota
"Home use car 
Daighatsu storia / Toyota Duet made in Japan efi","Rs.  850,000",850000, Lahore,"18,000 km",18000,1998,Cars,Toyota
Toyota Belta 1.0,"Rs.  1,950,000",1950000, Karachi,"128,000 km",128000,2007,Cars,Toyota
Toyota grandy alitis 2021,"Rs.  6,475,000",6475000, Gujrat,"57,000 km",57000,2021,Cars,Toyota
TOYOTA AQUA 2018 MODEL,"Rs.  5,200,000",5200000, Lahore,"51,000 km",51000,2018,Cars,Toyota
Toyota Corolla XLI 2005 Model for sale,"Rs.  1,450,000",1450000, Peshawar,"100,000 km",100000,2005,Cars,Toyota
toyota corolla altis 1.6 special edition,"Rs.  6,600,000",6600000, Karachi,"15,000 km",15000,2022,Cars,Toyota
Toyota Aqua S Package Model 2018,"Rs.  5,890,000",5890000, Lahore,"88,000 km",88000,2018,Cars,Toyota
toyota passo,"Rs.  3,495,000",3495000, Sialkot,"50,000 km",50000,2018,Cars,Toyota
toyota altis grande 1.8,"Rs.  7,300,000",7300000, Karachi,"4,500 km",4500,2022,Cars,Toyota
toyota fortuner 2022 model zero meter,"Rs.  14,950,000",14950000, Lahore,500 km,500,2022,Cars,Toyota
toyota raez 2019 model03224590002,"Rs.  5,560,000",5560000, Lahore,"31,000 km",31000,2019,Cars,Toyota
Toyota Vitz Model 2013/2015,"Rs.  2,395,000",2395000, Karachi,"72,000 km",72000,2013,Cars,Toyota
Toyota Altis Grande 1.8 push start,"Rs.  5,025,000",5025000, Lahore,"70,000 km",70000,2017,Cars,Toyota
"Toyota corolla Gli 1.6 Automatic , Full orignal No touch up","Rs.  2,880,000",2880000, Karachi,"126,000 km",126000,2014,Cars,Toyota
Toyota Corolla gli 2016 model new ki,"Rs.  3,250,000",3250000, Punjab,"75,400 km",75400,2016,Cars,Toyota
Toyota vitz FL 1.0,"Rs.  2,925,000",2925000, Lahore,"60,000 km",60000,2015,Cars,Toyota
Toyota vitz FL,"Rs.  3,050,000",3050000, Lahore,"75,000 km",75000,2015,Cars,Toyota
Toyota belta 1.0,"Rs.  2,390,000",2390000, Lahore,"63,000 km",63000,2011,Cars,Toyota
Toyota Corolla Grande 2016 Model,"Rs.  4,500,000",4500000, Lahore,"68,000 km",68000,2016,Cars,Toyota
Toyota Corolla Gli Auto,"Rs.  4,200,000",4200000, Lahore,"33,000 km",33000,2018,Cars,Toyota
"Toyota Corolla Gli, 2014, Total Genuine","Rs.  2,100,000",2100000, Islamabad,"67,000 km",67000,2014,Cars,Toyota
Toyota Crown Majesta 1992,"Rs.  2,800,000",2800000, Islamabad,"75,321 km",75321,1992,Cars,Toyota
Toyota Passo Plus Hana C … Full Original Condition,"Rs.  2,335,000",2335000, Karachi,"75,000 km",75000,2011,Cars,Toyota
Toyota Passo just like new,"Rs.  1,560,000",1560000, Karachi,"1,234 km",1234,2008,Cars,Toyota
Toyota Corolla Altis Grande 2021/2023,"Rs.  7,400,000",7400000, Lahore,"16,000 km",16000,2021,Cars,Toyota
Toyota Corolla,"Rs.  2,050,000",2050000, Bahawalpur,"129,000 km",129000,2012,Cars,Toyota
Toyota Rush,"Rs.  2,900,000",2900000, Sialkot,"150,000 km",150000,2008,Cars,Toyota
Toyota Aqua S-Key Start Excellent Condition,"Rs.  3,375,000",3375000, Karachi,"145,000 km",145000,2014,Cars,Toyota
Toyota Corolla 2016 Xli 51000km First Hand Original Maintained Car,"Rs.  3,100,000",3100000, Karachi,"51,000 km",51000,2016,Cars,Toyota
